"Дата";"Время";"Необходимо";"Фактически";
"07.02.2018";"00:00";"0,62";"0";
"07.02.2018";"00:15";"0,55";"0";
"07.02.2018";"00:30";"1,12";"0";
"07.02.2018";"00:45";"1,02";"0";
"07.02.2018";"01:00";"1,16";"0";
"07.02.2018";"01:15";"0";"0";
"07.02.2018";"01:30";"0,57";"0";
"07.02.2018";"01:45";"0";"0";
"07.02.2018";"02:00";"0";"0";
"07.02.2018";"02:15";"0";"0";
"07.02.2018";"02:30";"0,45";"0";
"07.02.2018";"02:45";"0,85";"0";
"07.02.2018";"03:00";"1,05";"0";
"07.02.2018";"03:15";"1,18";"0";
"07.02.2018";"03:30";"0,65";"0";
"07.02.2018";"03:45";"0";"0";
"07.02.2018";"04:00";"0";"0";
"07.02.2018";"04:15";"0";"0";
"07.02.2018";"04:30";"0,98";"0";
"07.02.2018";"04:45";"1,33";"0";
"07.02.2018";"05:00";"0,44";"0";
"07.02.2018";"05:15";"1,05";"0";
"07.02.2018";"05:30";"1,05";"0";
"07.02.2018";"05:45";"0";"0";
"07.02.2018";"06:00";"0,95";"0,24";
"07.02.2018";"06:15";"0,96";"0,32";
"07.02.2018";"06:30";"1,25";"0,43";
"07.02.2018";"06:45";"0,86";"0,36";
"07.02.2018";"07:00";"1,02";"1,47";
"07.02.2018";"07:15";"0,95";"0,92";
"07.02.2018";"07:30";"1,02";"1,11";
"07.02.2018";"07:45";"1,29";"0,77";
"07.02.2018";"08:00";"1,54";"2,06";
"07.02.2018";"08:15";"1,54";"1,56";
"07.02.2018";"08:30";"1,93";"1,09";
"07.02.2018";"08:45";"1,56";"1,08";
"07.02.2018";"09:00";"2,82";"2,61";
"07.02.2018";"09:15";"3,01";"2,85";
"07.02.2018";"09:30";"3,05";"2,42";
"07.02.2018";"09:45";"2,49";"2,11";
"07.02.2018";"10:00";"2,65";"2,8";
"07.02.2018";"10:15";"4,07";"2,94";
"07.02.2018";"10:30";"3,59";"3,44";
"07.02.2018";"10:45";"3,13";"2,77";
"07.02.2018";"11:00";"4,35";"2,5";
"07.02.2018";"11:15";"3,76";"3,51";
"07.02.2018";"11:30";"4,11";"3,26";
"07.02.2018";"11:45";"3,98";"2,74";
"07.02.2018";"12:00";"4,05";"3,81";
"07.02.2018";"12:15";"4,07";"3,88";
"07.02.2018";"12:30";"3,39";"3,36";
"07.02.2018";"12:45";"3,69";"2,62";
"07.02.2018";"13:00";"3,43";"2,59";
"07.02.2018";"13:15";"3,63";"3,43";
"07.02.2018";"13:30";"3,81";"4,02";
"07.02.2018";"13:45";"3,92";"3,82";
"07.02.2018";"14:00";"3,41";"3,14";
"07.02.2018";"14:15";"3,53";"3,44";
"07.02.2018";"14:30";"3,42";"3,12";
"07.02.2018";"14:45";"3,07";"3,17";
"07.02.2018";"15:00";"3,42";"3,6";
"07.02.2018";"15:15";"3,77";"3,73";
"07.02.2018";"15:30";"3,52";"3,91";
"07.02.2018";"15:45";"2,93";"3,4";
"07.02.2018";"16:00";"2,78";"1,95";
"07.02.2018";"16:15";"2,84";"3,15";
"07.02.2018";"16:30";"3,03";"3,11";
"07.02.2018";"16:45";"2,56";"2";
"07.02.2018";"17:00";"2,24";"3,54";
"07.02.2018";"17:15";"2,13";"2,49";
"07.02.2018";"17:30";"2,6";"3,99";
"07.02.2018";"17:45";"2,33";"3,8";
"07.02.2018";"18:00";"2,17";"2,7";
"07.02.2018";"18:15";"2,2";"2,77";
"07.02.2018";"18:30";"2,27";"1,99";
"07.02.2018";"18:45";"2,03";"2,72";
"07.02.2018";"19:00";"2,22";"1,69";
"07.02.2018";"19:15";"1,82";"1,89";
"07.02.2018";"19:30";"1,55";"1,5";
"07.02.2018";"19:45";"1,52";"1,42";
"07.02.2018";"20:00";"1,62";"1,57";
"07.02.2018";"20:15";"1";"1,61";
"07.02.2018";"20:30";"1,49";"1,45";
"07.02.2018";"20:45";"1,52";"1,46";
"07.02.2018";"21:00";"1,73";"0,43";
"07.02.2018";"21:15";"2,16";"0";
"07.02.2018";"21:30";"1,22";"0,69";
"07.02.2018";"21:45";"0,78";"0,38";
"07.02.2018";"22:00";"0,9";"0,25";
"07.02.2018";"22:15";"0,86";"0,31";
"07.02.2018";"22:30";"1,44";"0,37";
"07.02.2018";"22:45";"1,35";"0,8";
"07.02.2018";"23:00";"0,92";"0";
"07.02.2018";"23:15";"1,39";"0";
"07.02.2018";"23:30";"0,86";"0";
"07.02.2018";"23:45";"1,64";"0";
"08.02.2018";"00:00";"1,2";"0";
"08.02.2018";"00:15";"0";"0";
"08.02.2018";"00:30";"0,78";"0";
"08.02.2018";"00:45";"0,44";"0";
"08.02.2018";"01:00";"1,06";"0";
"08.02.2018";"01:15";"0,87";"0";
"08.02.2018";"01:30";"0,35";"0";
"08.02.2018";"01:45";"0,61";"0";
"08.02.2018";"02:00";"0";"0";
"08.02.2018";"02:15";"0,92";"0";
"08.02.2018";"02:30";"1,22";"0";
"08.02.2018";"02:45";"0";"0";
"08.02.2018";"03:00";"0,92";"0";
"08.02.2018";"03:15";"0";"0";
"08.02.2018";"03:30";"0,69";"0";
"08.02.2018";"03:45";"0";"0";
"08.02.2018";"04:00";"1,02";"0";
"08.02.2018";"04:15";"0,38";"0";
"08.02.2018";"04:30";"0,75";"0";
"08.02.2018";"04:45";"1";"0";
"08.02.2018";"05:00";"1,06";"0";
"08.02.2018";"05:15";"0,75";"0";
"08.02.2018";"05:30";"1,1";"0";
"08.02.2018";"05:45";"0,9";"0";
"08.02.2018";"06:00";"0,32";"0,2";
"08.02.2018";"06:15";"1,77";"0,54";
"08.02.2018";"06:30";"0,4";"0,32";
